Item_Id,Item_Description,Unit_Indicator,Decimal_Indicator,US_Total,Source1,Source11
CLF020193D,Civilian labor force employment 1993,ABS,0,120259000,BLS-CPS,
CLF020194D,Civilian labor force employment 1994,ABS,0,123060000,BLS-CPS,
CLF020195D,Civilian labor force employment 1995,ABS,0,124900000,BLS-CPS,
CLF020196D,Civilian labor force employment 1996,ABS,0,126708000,BLS-CPS,
CLF020197D,Civilian labor force employment 1997,ABS,0,129558000,BLS-CPS,
CLF020198D,Civilian labor force employment 1998,ABS,0,131463000,BLS-CPS,
CLF020199D,Civilian labor force employment 1999,ABS,0,133488000,BLS-CPS,
CLF020200D,Civilian labor force employment 2000,ABS,0,136891000,BLS-CPS,
CLF020201D,Civilian labor force employment 2001,ABS,0,136933000,BLS-CPS,
CLF020202D,Civilian labor force employment 2002,ABS,0,136485000,BLS-CPS,
CLF020203D,Civilian labor force employment 2003,ABS,0,137736000,BLS-CPS,
CLF020204D,Civilian labor force employment 2004,ABS,0,139252000,BLS-CPS,
CLF020205D,Civilian labor force employment 2005,ABS,0,141730000,BLS-CPS,
CLF020206D,Civilian labor force employment 2006,ABS,0,144427000,BLS-CPS,
CLF020207D,Civilian labor force employment 2007,ABS,0,146047000,BLS-CPS,
CLF020208D,Civilian labor force employment 2008,ABS,0,145362000,BLS-CPS,
CLF020209D,Civilian labor force employment 2009,ABS,0,139877000,BLS-CPS,
CLF020210D,Civilian labor force employment 2010,ABS,0,139064000,BLS-CPS,
CLF030190D,Civilian labor force unemployment 1990,ABS,0,7047000,BLS-CPS,
CLF030191D,Civilian labor force unemployment 1991,ABS,0,8628000,BLS-CPS,
CLF030192D,Civilian labor force unemployment 1992,ABS,0,9613000,BLS-CPS,
CLF030193D,Civilian labor force unemployment 1993,ABS,0,8940000,BLS-CPS,
CLF030194D,Civilian labor force unemployment 1994,ABS,0,7996000,BLS-CPS,
CLF030195D,Civilian labor force unemployment 1995,ABS,0,7404000,BLS-CPS,
CLF030196D,Civilian labor force unemployment 1996,ABS,0,7236000,BLS-CPS,
CLF030197D,Civilian labor force unemployment 1997,ABS,0,6739000,BLS-CPS,
CLF030198D,Civilian labor force unemployment 1998,ABS,0,6210000,BLS-CPS,
CLF030199D,Civilian labor force unemployment 1999,ABS,0,5880000,BLS-CPS,
CLF030200D,Civilian labor force unemployment 2000,ABS,0,5692000,BLS-CPS,
CLF030201D,Civilian labor force unemployment 2001,ABS,0,6801000,BLS-CPS,
CLF030202D,Civilian labor force unemployment 2002,ABS,0,8378000,BLS-CPS,
CLF030203D,Civilian labor force unemployment 2003,ABS,0,8774000,BLS-CPS,
CLF030204D,Civilian labor force unemployment 2004,ABS,0,8149000,BLS-CPS,
CLF030205D,Civilian labor force unemployment 2005,ABS,0,7591000,BLS-CPS,
CLF030206D,Civilian labor force unemployment 2006,ABS,0,7001000,BLS-CPS,
CLF030207D,Civilian labor force unemployment 2007,ABS,0,7078000,BLS-CPS,
CLF030208D,Civilian labor force unemployment 2008,ABS,0,8924000,BLS-CPS,
CLF030209D,Civilian labor force unemployment 2009,ABS,0,14265000,BLS-CPS,
CLF030210D,Civilian labor force unemployment 2010,ABS,0,14825000,BLS-CPS,
CLF040190D,Civilian labor force unemployment rate 1990,RTE,1,5.6,BLS-CPS,
CLF040191D,Civilian labor force unemployment rate 1991,RTE,1,6.8,BLS-CPS,
CLF040192D,Civilian labor force unemployment rate 1992,RTE,1,7.5,BLS-CPS,
CLF040193D,Civilian labor force unemployment rate 1993,RTE,1,6.9,BLS-CPS,
CLF040194D,Civilian labor force unemployment rate 1994,RTE,1,6.1,BLS-CPS,
CLF040195D,Civilian labor force unemployment rate 1995,RTE,1,5.6,BLS-CPS,
CLF040196D,Civilian labor force unemployment rate 1996,RTE,1,5.4,BLS-CPS,
CLF040197D,Civilian labor force unemployment rate 1997,RTE,1,4.9,BLS-CPS,
CLF040198D,Civilian labor force unemployment rate 1998,RTE,1,4.5,BLS-CPS,
CLF040199D,Civilian labor force unemployment rate 1999,RTE,1,4.2,BLS-CPS,
CLF040200D,Civilian labor force unemployment rate 2000,RTE,1,4,BLS-CPS,
CLF040201D,Civilian labor force unemployment rate 2001,RTE,1,4.7,BLS-CPS,
CLF040202D,Civilian labor force unemployment rate 2002,RTE,1,5.8,BLS-CPS,
CLF040203D,Civilian labor force unemployment rate 2003,RTE,1,6,BLS-CPS,
CLF040204D,Civilian labor force unemployment rate 2004,RTE,1,5.5,BLS-CPS,
CLF040205D,Civilian labor force unemployment rate 2005,RTE,1,5.1,BLS-CPS,
CLF040206D,Civilian labor force unemployment rate 2006,RTE,1,4.6,BLS-CPS,
CLF040207D,Civilian labor force unemployment rate 2007,RTE,1,4.6,BLS-CPS,
CLF040208D,Civilian labor force unemployment rate 2008,RTE,1,5.8,BLS-CPS,
CLF040209D,Civilian labor force unemployment rate 2009,RTE,1,9.3,BLS-CPS,
CLF040210D,Civilian labor force unemployment rate 2010,RTE,1,9.6,BLS-CPS,
CRM110181D,Number of violent crimes known to police 1981,ABS,0,1290984,DOJ-FBI,
CRM110182D,Number of violent crimes known to police 1982,ABS,0,1258669,DOJ-FBI,
CRM110183D,Number of violent crimes known to police 1983,ABS,0,1213412,DOJ-FBI,
CRM110184D,Number of violent crimes known to police 1984,ABS,0,1186852,DOJ-FBI,
CRM110185D,Number of violent crimes known to police 1985,ABS,0,1305302,DOJ-FBI,
CRM110186D,Number of violent crimes known to police 1986,ABS,0,1456793,DOJ-FBI,
CRM110187D,Number of violent crimes known to police 1987,ABS,0,1439560,DOJ-FBI,
CRM110188D,Number of violent crimes known to police 1988,ABS,0,1376000,DOJ-FBI,
CRM110189D,Number of violent crimes known to police 1989,ABS,0,1602043,DOJ-FBI,
CRM110190D,Number of violent crimes known to police 1990,ABS,0,1756210,DOJ-FBI,
CRM110191D,Number of violent crimes known to police 1991,ABS,0,1837254,DOJ-FBI,
CRM110192D,Number of violent crimes known to police 1992,ABS,0,1866446,DOJ-FBI,
CRM110193D,Number of violent crimes known to police 1993,ABS,0,1821630,DOJ-FBI,
CRM110194D,Number of violent crimes known to police 1994,ABS,0,1776015,DOJ-FBI,
CRM110195D,Number of violent crimes known to police 1995,ABS,0,1677863,DOJ-FBI,
CRM110196D,Number of violent crimes known to police 1996,ABS,0,1519628,DOJ-FBI,
CRM110197D,Number of violent crimes known to police 1997,ABS,0,1520566,DOJ-FBI,
CRM110198D,Number of violent crimes known to police 1998,ABS,0,1437480,DOJ-FBI,
CRM110199D,Number of violent crimes known to police 1999,ABS,0,1328303,DOJ-FBI,
CRM110200D,Number of violent crimes known to police 2000,ABS,0,1349339,DOJ-FBI,
CRM110201D,Number of violent crimes known to police 2001,ABS,0,1365852,DOJ-FBI,
CRM110202D,Number of violent crimes known to police 2002,ABS,0,1363092,DOJ-FBI,
CRM110203D,Number of violent crimes known to police 2003,ABS,0,1315900,DOJ-FBI,
CRM110204D,Number of violent crimes known to police 2004,ABS,0,1313779,DOJ-FBI,
CRM110205D,Number of violent crimes known to police 2005,ABS,0,1333093,DOJ-FBI,
CRM110206D,Number of violent crimes known to police 2006,ABS,0,1364608,DOJ-FBI,
CRM110207D,Number of violent crimes known to police 2007,ABS,0,1356054,DOJ-FBI,
CRM110208D,Number of violent crimes known to police 2008,ABS,0,1355301,DOJ-FBI,
CRM140190D,Number of murders and nonnegligent manslaughters known to police 1990,ABS,0,22682,DOJ-FBI,
CRM140191D,Number of murders and nonnegligent manslaughters known to police 1991,ABS,0,23802,DOJ-FBI,
CRM140192D,Number of murders and nonnegligent manslaughters known to police 1992,ABS,0,23016,DOJ-FBI,
CRM140193D,Number of murders and nonnegligent manslaughters known to police 1993,ABS,0,23402,DOJ-FBI,
CRM140194D,Number of murders and nonnegligent manslaughters known to police 1994,ABS,0,22186,DOJ-FBI,
CRM140195D,Number of murders and nonnegligent manslaughters known to police 1995,ABS,0,20308,DOJ-FBI,
CRM140196D,Number of murders and nonnegligent manslaughters known to police 1996,ABS,0,17979,DOJ-FBI,
CRM140197D,Number of murders and nonnegligent manslaughters known to police 1997,ABS,0,16923,DOJ-FBI,
CRM140198D,Number of murders and nonnegligent manslaughters known to police 1998,ABS,0,15764,DOJ-FBI,
CRM140199D,Number of murders and nonnegligent manslaughters known to police 1999,ABS,0,14360,DOJ-FBI,
CRM140200D,Number of murders and nonnegligent manslaughters known to police 2000,ABS,0,14728,DOJ-FBI,
CRM140201D,Number of murders and nonnegligent manslaughters known to police 2001,ABS,0,15317,DOJ-FBI,
CRM140202D,Number of murders and nonnegligent manslaughters known to police 2002,ABS,0,15617,DOJ-FBI,
CRM140203D,Number of murders and nonnegligent manslaughters known to police 2003,ABS,0,15784,DOJ-FBI,
CRM140204D,Number of murders and nonnegligent manslaughters known to police 2004,ABS,0,15607,DOJ-FBI,
CRM140205D,Number of murders and nonnegligent manslaughters known to police 2005,ABS,0,16107,DOJ-FBI,
CRM140206D,Number of murders and nonnegligent manslaughters known to police 2006,ABS,0,16527,DOJ-FBI,
CRM140207D,Number of murders and nonnegligent manslaughters known to police 2007,ABS,0,16395,DOJ-FBI,
CRM140208D,Number of murders and nonnegligent manslaughters known to police 2008,ABS,0,16056,DOJ-FBI,
CRM150190D,Number of forcible rapes known to police 1990,ABS,0,93802,DOJ-FBI,
CRM150191D,Number of forcible rapes known to police 1991,ABS,0,96929,DOJ-FBI,
CRM150192D,Number of forcible rapes known to police 1992,ABS,0,100513,DOJ-FBI,
CRM150193D,Number of forcible rapes known to police 1993,ABS,0,88391,DOJ-FBI,
CRM150194D,Number of forcible rapes known to police 1994,ABS,0,93182,DOJ-FBI,
CRM150195D,Number of forcible rapes known to police 1995,ABS,0,87393,DOJ-FBI,
CRM150196D,Number of forcible rapes known to police 1996,ABS,0,82302,DOJ-FBI,
CRM150197D,Number of forcible rapes known to police 1997,ABS,0,85139,DOJ-FBI,
CRM150198D,Number of forcible rapes known to police 1998,ABS,0,83033,DOJ-FBI,
CRM150199D,Number of forcible rapes known to police 1999,ABS,0,79046,DOJ-FBI,
CRM150200D,Number of forcible rapes known to police 2000,ABS,0,81214,DOJ-FBI,
CRM150201D,Number of forcible rapes known to police 2001,ABS,0,82770,DOJ-FBI,
CRM150202D,Number of forcible rapes known to police 2002,ABS,0,87342,DOJ-FBI,
CRM150203D,Number of forcible rapes known to police 2003,ABS,0,85742,DOJ-FBI,
CRM150204D,Number of forcible rapes known to police 2004,ABS,0,88248,DOJ-FBI,
CRM150205D,Number of forcible rapes known to police 2005,ABS,0,87056,DOJ-FBI,
CRM150206D,Number of forcible rapes known to police 2006,ABS,0,85629,DOJ-FBI,
CRM150207D,Number of forcible rapes known to police 2007,ABS,0,83253,DOJ-FBI,
CRM150208D,Number of forcible rapes known to police 2008,ABS,0,83385,DOJ-FBI,
CRM160181D,Number of robberies known to police 1981,ABS,0,564727,DOJ-FBI,
CRM160182D,Number of robberies known to police 1982,ABS,0,531263,DOJ-FBI,
CRM160183D,Number of robberies known to police 1983,ABS,0,495598,DOJ-FBI,
CRM160184D,Number of robberies known to police 1984,ABS,0,451882,DOJ-FBI,
CRM160185D,Number of robberies known to police 1985,ABS,0,493727,DOJ-FBI,
CRM160186D,Number of robberies known to police 1986,ABS,0,537725,DOJ-FBI,
CRM160187D,Number of robberies known to police 1987,ABS,0,509628,DOJ-FBI,
CRM160188D,Number of robberies known to police 1988,ABS,0,483404,DOJ-FBI,
CRM160189D,Number of robberies known to police 1989,ABS,0,570823,DOJ-FBI,
CRM160190D,Number of robberies known to police 1990,ABS,0,624450,DOJ-FBI,
CRM160191D,Number of robberies known to police 1991,ABS,0,674176,DOJ-FBI,
CRM160192D,Number of robberies known to police 1992,ABS,0,662561,DOJ-FBI,
CRM160193D,Number of robberies known to police 1993,ABS,0,640695,DOJ-FBI,
CRM160194D,Number of robberies known to police 1994,ABS,0,601930,DOJ-FBI,
CRM160195D,Number of robberies known to police 1995,ABS,0,555822,DOJ-FBI,
CRM160196D,Number of robberies known to police 1996,ABS,0,504145,DOJ-FBI,
CRM160197D,Number of robberies known to police 1997,ABS,0,477728,DOJ-FBI,
CRM160198D,Number of robberies known to police 1998,ABS,0,428991,DOJ-FBI,
CRM160199D,Number of robberies known to police 1999,ABS,0,388339,DOJ-FBI,
CRM160200D,Number of robberies known to police 2000,ABS,0,394635,DOJ-FBI,
CRM160201D,Number of robberies known to police 2001,ABS,0,410412,DOJ-FBI,
CRM160202D,Number of robberies known to police 2002,ABS,0,409120,DOJ-FBI,
CRM160203D,Number of robberies known to police 2003,ABS,0,400235,DOJ-FBI,
CRM160204D,Number of robberies known to police 2004,ABS,0,390437,DOJ-FBI,
CRM160205D,Number of robberies known to police 2005,ABS,0,405471,DOJ-FBI,
CRM160206D,Number of robberies known to police 2006,ABS,0,434727,DOJ-FBI,
CRM160207D,Number of robberies known to police 2007,ABS,0,433727,DOJ-FBI,
CRM160208D,Number of robberies known to police 2008,ABS,0,436458,DOJ-FBI,
CRM170181D,Number of aggravated assaults known to police 1981,ABS,0,625296,DOJ-FBI,
CRM170182D,Number of aggravated assaults known to police 1982,ABS,0,631292,DOJ-FBI,
CRM170183D,Number of aggravated assaults known to police 1983,ABS,0,622020,DOJ-FBI,
CRM170184D,Number of aggravated assaults known to police 1984,ABS,0,637516,DOJ-FBI,
CRM170185D,Number of aggravated assaults known to police 1985,ABS,0,706953,DOJ-FBI,
CRM170186D,Number of aggravated assaults known to police 1986,ABS,0,814170,DOJ-FBI,
CRM170187D,Number of aggravated assaults known to police 1987,ABS,0,826607,DOJ-FBI,
CRM170188D,Number of aggravated assaults known to police 1988,ABS,0,795864,DOJ-FBI,
CRM170189D,Number of aggravated assaults known to police 1989,ABS,0,923197,DOJ-FBI,
CRM170190D,Number of aggravated assaults known to police 1990,ABS,0,1015276,DOJ-FBI,
CRM170191D,Number of aggravated assaults known to police 1991,ABS,0,1042347,DOJ-FBI,
CRM170192D,Number of aggravated assaults known to police 1992,ABS,0,1080356,DOJ-FBI,
CRM170193D,Number of aggravated assaults known to police 1993,ABS,0,1069142,DOJ-FBI,
CRM170194D,Number of aggravated assaults known to police 1994,ABS,0,1058717,DOJ-FBI,
CRM170195D,Number of aggravated assaults known to police 1995,ABS,0,1014340,DOJ-FBI,
CRM170196D,Number of aggravated assaults known to police 1996,ABS,0,915202,DOJ-FBI,
CRM170197D,Number of aggravated assaults known to police 1997,ABS,0,940776,DOJ-FBI,
CRM170198D,Number of aggravated assaults known to police 1998,ABS,0,909692,DOJ-FBI,
CRM170199D,Number of aggravated assaults known to police 1999,ABS,0,846558,DOJ-FBI,
CRM170200D,Number of aggravated assaults known to police 2000,ABS,0,858762,DOJ-FBI,
CRM170201D,Number of aggravated assaults known to police 2001,ABS,0,857353,DOJ-FBI,
CRM170202D,Number of aggravated assaults known to police 2002,ABS,0,851013,DOJ-FBI,
CRM170203D,Number of aggravated assaults known to police 2003,ABS,0,814139,DOJ-FBI,
CRM170204D,Number of aggravated assaults known to police 2004,ABS,0,819487,DOJ-FBI,
CRM170205D,Number of aggravated assaults known to police 2005,ABS,0,824459,DOJ-FBI,
CRM170206D,Number of aggravated assaults known to police 2006,ABS,0,827725,DOJ-FBI,
CRM170207D,Number of aggravated assaults known to police 2007,ABS,0,822679,DOJ-FBI,
CRM170208D,Number of aggravated assaults known to police 2008,ABS,0,819402,DOJ-FBI,
CRM210181D,Number of property crimes known to police 1981,ABS,0,11594693,DOJ-FBI,
CRM210182D,Number of property crimes known to police 1982,ABS,0,11238143,DOJ-FBI,
CRM210183D,Number of property crimes known to police 1983,ABS,0,10536245,DOJ-FBI,
CRM210184D,Number of property crimes known to police 1984,ABS,0,10139418,DOJ-FBI,
CRM210185D,Number of property crimes known to police 1985,ABS,0,10837535,DOJ-FBI,
CRM210186D,Number of property crimes known to police 1986,ABS,0,11419089,DOJ-FBI,
CRM210187D,Number of property crimes known to police 1987,ABS,0,11611164,DOJ-FBI,
CRM210188D,Number of property crimes known to police 1988,ABS,0,10916580,DOJ-FBI,
CRM210189D,Number of property crimes known to police 1989,ABS,0,12202736,DOJ-FBI,
CRM210190D,Number of property crimes known to police 1990,ABS,0,12144039,DOJ-FBI,
CRM210191D,Number of property crimes known to police 1991,ABS,0,12324456,DOJ-FBI,
CRM210192D,Number of property crimes known to police 1992,ABS,0,11990945,DOJ-FBI,
CRM210193D,Number of property crimes known to police 1993,ABS,0,11380141,DOJ-FBI,
CRM210194D,Number of property crimes known to police 1994,ABS,0,11293856,DOJ-FBI,
CRM210195D,Number of property crimes known to police 1995,ABS,0,11082236,DOJ-FBI,
CRM210196D,Number of property crimes known to police 1996,ABS,0,10414922,DOJ-FBI,
CRM210197D,Number of property crimes known to police 1997,ABS,0,10513131,DOJ-FBI,
CRM210198D,Number of property crimes known to police 1998,ABS,0,9949251,DOJ-FBI,
CRM210199D,Number of property crimes known to police 1999,ABS,0,9345709,DOJ-FBI,
